company_id,company_name,country,eu_member_state,region,sector,subsector,industry,revenue_usd,total_assets_usd,employees,entity_type,listing_status,stock_symbol,fiscal_year,currency,company_size_band,csrd_applicable
153,Saint-Gobain,France,France,Western Europe,Manufacturing,Chemicals,Commodity Chemicals,203066748.77,322954318.62,590,Private,Unlisted,,2024,EUR,Medium,Yes
154,OP Financial Group,Finland,Finland,Northern Europe,Financial Services,Diversified Financials,Holding Company,39592504.88,461931068.01,141,Private,Unlisted,,2024,EUR,Small,No
155,Lafarge France,France,France,Western Europe,Construction/Industrials,Aerospace & Defense,Defense,674174011.7,1447310853.6,3068,Public,Listed,LAFA.PA,2024,EUR,Medium,Yes
156,UCB S.A.,Belgium,Belgium,Western Europe,Healthcare/Pharma,Life Sciences Tools,Lab Instruments,11597725828.75,19195591601.91,33943,Public,Listed,UCBS.BR,2024,EUR,Large,Yes
157,Salzgitter AG,Germany,Germany,Central Europe,Manufacturing,Chemicals,Commodity Chemicals,23978263871.22,43242285196.97,116786,Public,Listed,SALZ.DE,2024,EUR,Large,Yes
158,Inwit S.p.A.,Italy,Italy,Southern Europe,Telecommunications,Telecom Equipment,Network Equipment,17742055007.79,32181781318.16,38522,Public,Listed,INWI.MI,2024,EUR,Large,Yes
159,ESB Group,Ireland,Ireland,Western Europe,Energy/Utilities,Oil & Gas E&P,Upstream,8609204284.38,23916272121.02,8634,Public,Listed,ESBG.IR,2024,EUR,Large,Yes
160,Eiffage SA,France,France,Western Europe,Construction/Industrials,Construction,Civil Engineering,484064789.04,782676231.46,2703,Public,Listed,EIFF.PA,2024,EUR,Medium,Yes
161,Lavazza Group,Italy,Italy,Southern Europe,Consumer Goods/Retail,Media & Entertainment,Media,63535929.83,72012593.79,274,Private,Unlisted,,2024,EUR,Small,No
162,Slovenské elektrárne,Slovakia,Slovakia,Central Europe,Energy/Utilities,Refining & Marketing,Downstream,2429923796.24,10100740400.06,1394,Public,Listed,SLOV.EU,2024,EUR,Large,Yes
163,Snam S.p.A.,Italy,Italy,Southern Europe,Energy/Utilities,Electric Utilities,Transmission & Distribution,1535756452.1,5823842306.64,839,Public,Listed,SNAM.MI,2024,EUR,Large,Yes
164,Gecina SA,France,France,Western Europe,Construction/Industrials,Real Estate,Residential Real Estate,831636680.93,1699651260.08,2681,Public,Listed,GECI.PA,2024,EUR,Medium,Yes
165,Rubis SCA,France,France,Western Europe,Energy/Utilities,Gas Utilities,Gas Distribution,5902063097.4,20244975161.43,6943,Public,Listed,RUBI.PA,2024,EUR,Large,Yes
166,Stabilus SE,Germany,Germany,Central Europe,Construction/Industrials,Construction,Civil Engineering,672880462.5,1091907094.36,3514,Private,Unlisted,,2024,EUR,Medium,Yes
167,Forte Furniture,Poland,Poland,Central Europe,Consumer Goods/Retail,Food Retail,Discount Retail,409214436.51,453897475.23,2646,Private,Unlisted,,2024,EUR,Medium,Yes
168,CMB.TECH,Belgium,Belgium,Western Europe,Automotive/Transport,Automotive OEM,Commercial Vehicles,1960723374.96,4832108705.24,6325,Public,Listed,CMBT.BR,2024,EUR,Large,Yes
169,Euronext N.V.,Netherlands,Netherlands,Western Europe,Financial Services,Banking,Investment Banking,65598772.89,1231185910.39,119,Public,Listed,EURO.AS,2024,EUR,Small,No
170,Novozymes,Denmark,Denmark,Northern Europe,Healthcare/Pharma,Pharmaceuticals,Generic Pharma,238719222.57,284660394.84,1043,Public,Listed,NOVO.CO,2024,EUR,Medium,Yes
171,Heijmans N.V.,Netherlands,Netherlands,Western Europe,Construction/Industrials,Machinery,Agricultural Machinery,38438528454.32,44110910573.98,146034,Public,Listed,HEIJ.AS,2024,EUR,Large,Yes
172,STMicroelectronics (Italy ops),Italy,Italy,Southern Europe,Technology,Software,Enterprise Software,3975411825.08,3353071701.72,6360,Public,Listed,STMI.MI,2024,EUR,Large,Yes
173,Vienna Insurance Group,Austria,Austria,Central Europe,Financial Services,Banking,Commercial Banking,445756718.44,8085273286.63,1097,Public,Listed,VIEN.VI,2024,EUR,Medium,Yes
174,Bilstein Group,Germany,Germany,Central Europe,Automotive/Transport,Logistics,Postal & Parcel,275912714.4,313038431.76,1151,Public,Listed,BILS.DE,2024,EUR,Medium,Yes
175,Adyen N.V.,Netherlands,Netherlands,Western Europe,Technology,Hardware,Electronic Components,315307777.63,442853716.5,610,Public,Listed,ADYE.AS,2024,EUR,Medium,Yes
176,Zumtobel Group,Austria,Austria,Central Europe,Construction/Industrials,Construction,General Contracting,673649314.65,875574079.8,3772,Private,Unlisted,,2024,EUR,Medium,Yes
177,Air France-KLM,France,France,Western Europe,Automotive/Transport,Auto Components,Tier-1 Supplier,2921051344.16,3283563747.27,13124,Public,Listed,AIRF.PA,2024,EUR,Large,Yes
178,Apetit Oyj,Finland,Finland,Northern Europe,Consumer Goods/Retail,Apparel & Luxury,Luxury Goods,27215262.58,21699119.44,162,Public,Listed,APET.HE,2024,EUR,Small,No
179,Mahle GmbH,Germany,Germany,Central Europe,Automotive/Transport,Airport Operator,Airport Operator,24577966547.12,45180231200.33,61906,Public,Listed,MAHL.DE,2024,EUR,Large,Yes
180,Basic-Fit N.V.,Netherlands,Netherlands,Western Europe,Consumer Goods/Retail,Food & Beverage,Alcoholic Beverages,18079072.82,17102425.8,140,Private,Unlisted,,2024,EUR,Small,No
181,Spuerkeess,Luxembourg,Luxembourg,Western Europe,Financial Services,Banking,Commercial Banking,1017825604.9,19140754228.5,2140,Private,Unlisted,,2024,EUR,Medium,Yes
182,Lifco AB,Sweden,Sweden,Northern Europe,Construction/Industrials,Aerospace & Defense,Defense,4925021824.42,8657345408.91,34100,Public,Listed,LIFC.ST,2024,EUR,Large,Yes
183,B Medical Systems,Luxembourg,Luxembourg,Western Europe,Healthcare/Pharma,Healthcare Services,Clinical Services,246494623.64,419148222.25,1121,Public,Listed,BMED.LU,2024,EUR,Medium,Yes
184,Play Communications,Poland,Poland,Central Europe,Telecommunications,Satellite,Satellite Services,163851696.03,368826957.45,420,Public,Listed,PLAY.WA,2024,EUR,Medium,Yes
185,Recordati Industria Chimica,Italy,Italy,Southern Europe,Healthcare/Pharma,Pharmaceuticals,Branded Pharma,949632267.51,1733216793.3,3281,Private,Unlisted,,2024,EUR,Medium,Yes
186,Borges International Group,Spain,Spain,Southern Europe,Consumer Goods/Retail,Apparel & Luxury,Luxury Goods,1770147423.72,2153165621.27,14031,Public,Listed,BORG.MC,2024,EUR,Large,Yes
187,Maersk (A.P. Møller-Mærsk),Denmark,Denmark,Northern Europe,Automotive/Transport,Rail,Rail Operator,201184320.5,395431964.55,1093,Public,Listed,MAER.CO,2024,EUR,Medium,Yes
188,Ryanair Holdings,Ireland,Ireland,Western Europe,Automotive/Transport,Rail,Rail Operator,34710156536.15,73309498737.86,128099,Public,Listed,RYAN.IR,2024,EUR,Large,Yes
189,SGL Carbon SE,Germany,Germany,Central Europe,Manufacturing,Metals & Mining,Steel,2585746063.6,4549410122.82,12091,Public,Listed,SGLC.DE,2024,EUR,Large,Yes
190,Eni S.p.A.,Italy,Italy,Southern Europe,Energy/Utilities,Oil & Gas E&P,Upstream,6203466689.49,14709828946.75,9135,Public,Listed,ENIS.MI,2024,EUR,Large,Yes
191,Pomona Group,France,France,Western Europe,Consumer Goods/Retail,Food & Beverage,Alcoholic Beverages,170849178.87,237939716.96,1396,Public,Listed,POMO.PA,2024,EUR,Medium,Yes
192,PKN Orlen,Poland,Poland,Central Europe,Energy/Utilities,Gas Utilities,Gas Distribution,811864801.65,3344194114.54,605,Private,Unlisted,,2024,EUR,Medium,Yes
193,FACC AG,Austria,Austria,Central Europe,Construction/Industrials,Engineering Services,Engineering & Consulting,2255425332.9,3801407711.95,12547,Public,Listed,FACC.VI,2024,EUR,Large,Yes
194,Hexagon AB,Sweden,Sweden,Northern Europe,Technology,Software,Enterprise Software,38307956.31,54094771.09,112,Private,Unlisted,,2024,EUR,Small,No
195,Pronovias,Spain,Spain,Southern Europe,Consumer Goods/Retail,Food Retail,Supermarkets,127630976.52,221377671.42,696,Private,Unlisted,,2024,EUR,Small,No
196,Andritz AG,Austria,Austria,Central Europe,Construction/Industrials,Machinery,Agricultural Machinery,8745618190.83,10305609117.27,34245,Private,Unlisted,,2024,EUR,Large,Yes
197,Kloeckner Pentaplast,Germany,Germany,Central Europe,Manufacturing,Chemicals,Commodity Chemicals,1053030382.88,2209170151.13,5082,Public,Listed,KLOE.DE,2024,EUR,Medium,Yes
198,Sioen Industries,Belgium,Belgium,Western Europe,Manufacturing,Paper & Packaging,Paper Products,2468660488.82,4599641648.47,11776,Public,Listed,SIOE.BR,2024,EUR,Large,Yes
199,KBC Group,Belgium,Belgium,Western Europe,Financial Services,Banking,Investment Banking,5970734425.61,118437595460.0,20258,Public,Listed,KBCG.BR,2024,EUR,Large,Yes
200,Linet Group,Czechia,Czechia,Central Europe,Healthcare/Pharma,Healthcare Services,Clinical Services,210216151.08,278254871.7,696,Private,Unlisted,,2024,EUR,Medium,Yes
201,Penny Markt,Germany,Germany,Central Europe,Consumer Goods/Retail,E-Commerce,Online Retail,37393419533.39,57045876659.46,168936,Public,Listed,PENN.DE,2024,EUR,Large,Yes
202,Cyta,Cyprus,Cyprus,Southern Europe,Telecommunications,Integrated Telecom,Integrated Telecom,1164117599.05,3016354005.98,3142,Public,Listed,CYTA.EU,2024,EUR,Medium,Yes
203,Jumbo S.A.,Greece,Greece,Southern Europe,Consumer Goods/Retail,Apparel & Luxury,Apparel,42996374.36,52317496.5,242,Private,Unlisted,,2024,EUR,Small,No
204,William Demant Holding,Denmark,Denmark,Northern Europe,Healthcare/Pharma,Pharmaceuticals,Branded Pharma,5347830810.64,9604332816.8,27874,Public,Listed,WILL.CO,2024,EUR,Large,Yes
205,Magna Steyr (Austria ops),Austria,Austria,Central Europe,Automotive/Transport,Rail,Rail Operator,492090361.78,1094352009.52,2583,Public,Listed,MAGN.VI,2024,EUR,Medium,Yes
206,Bauhaus AG,Germany,Germany,Central Europe,Consumer Goods/Retail,Apparel & Luxury,Apparel,20325083742.49,25525819007.94,84615,Public,Listed,BAUH.DE,2024,EUR,Large,Yes
207,Eramet SA,France,France,Western Europe,Manufacturing,Chemicals,Commodity Chemicals,4190521044.01,8867790487.51,13196,Public,Listed,ERAM.PA,2024,EUR,Large,Yes
208,ING Bank Śląski,Poland,Poland,Central Europe,Financial Services,Insurance,Reinsurance,44134445.26,391379644.59,150,Private,Unlisted,,2024,EUR,Small,No
209,Transelectrica,Romania,Romania,Eastern Europe,Energy/Utilities,Integrated Oil & Gas,Integrated Oil & Gas,136823654.75,246660239.58,228,Public,Listed,TRAN.BVB,2024,EUR,Small,No
210,Evotec SE,Germany,Germany,Central Europe,Healthcare/Pharma,Pharmaceuticals,Generic Pharma,425196228.03,876180537.59,1086,Public,Listed,EVOT.DE,2024,EUR,Medium,Yes
211,ABN AMRO Bank,Netherlands,Netherlands,Western Europe,Financial Services,Banking,Investment Banking,19036626617.69,290897934450.3,38465,Public,Listed,ABNA.AS,2024,EUR,Large,Yes
212,Schaeffler AG,Germany,Germany,Central Europe,Automotive/Transport,Logistics,Postal & Parcel,113732421.35,172051477.38,544,Private,Unlisted,,2024,EUR,Small,No
213,Ion Beam Applications,Belgium,Belgium,Western Europe,Healthcare/Pharma,Pharmaceuticals,Branded Pharma,27504772842.37,27543527128.86,78260,Public,Listed,IONB.BR,2024,EUR,Large,Yes
214,ALK-Abelló,Denmark,Denmark,Northern Europe,Healthcare/Pharma,Healthcare Services,Hospital Operator,16440442.12,18611943.85,83,Private,Unlisted,,2024,EUR,Small,No
215,Zagrebačka banka,Croatia,Croatia,Southern Europe,Financial Services,Insurance,Life Insurance,208255829.33,2882665495.09,663,Private,Unlisted,,2024,EUR,Medium,Yes
216,Rewe Group,Germany,Germany,Central Europe,Consumer Goods/Retail,Food & Beverage,Beverages,5119388509.35,7150693667.0,26500,Public,Listed,REWE.DE,2024,EUR,Large,Yes
217,Neste Corporation,Finland,Finland,Northern Europe,Energy/Utilities,Electric Utilities,Transmission & Distribution,442149292.79,1176004102.07,699,Private,Unlisted,,2024,EUR,Medium,Yes
218,Romgaz,Romania,Romania,Eastern Europe,Energy/Utilities,Oil & Gas E&P,Upstream,37303769307.18,155697331291.76,44612,Public,Listed,ROMG.BVB,2024,EUR,Large,Yes
219,Colas SA,France,France,Western Europe,Construction/Industrials,Construction,General Contracting,14099728046.14,17753361063.11,48436,Public,Listed,COLA.PA,2024,EUR,Large,Yes
220,Velux Group,Denmark,Denmark,Northern Europe,Construction/Industrials,Construction,Civil Engineering,907429597.76,1468856775.7,5670,Public,Listed,VELU.CO,2024,EUR,Medium,Yes
221,Salvatore Ferragamo,Italy,Italy,Southern Europe,Consumer Goods/Retail,Apparel & Luxury,Luxury Goods,312802045.98,501293794.7,2510,Public,Listed,SALV.MI,2024,EUR,Medium,Yes
222,Otto Group,Germany,Germany,Central Europe,Consumer Goods/Retail,Food & Beverage,Packaged Food,92370393310.85,69507810953.47,298388,Private,Unlisted,,2024,EUR,Large,Yes
223,CAF Construcciones,Spain,Spain,Southern Europe,Automotive/Transport,Logistics,Postal & Parcel,3204404265.89,6395806215.68,10116,Public,Listed,CAFC.MC,2024,EUR,Large,Yes
224,Sydbank,Denmark,Denmark,Northern Europe,Financial Services,Asset Management,Asset Management,231216442.31,3313879811.92,380,Public,Listed,SYDB.CO,2024,EUR,Medium,Yes
225,Société Générale,France,France,Western Europe,Financial Services,Capital Markets,Exchange / Clearing,16951714748.22,245917955007.06,48284,Public,Listed,SOCI.PA,2024,EUR,Large,Yes
226,Bilfinger SE,Germany,Germany,Central Europe,Construction/Industrials,Professional Services,Facility Services,1143310232.84,1912469095.53,6714,Private,Unlisted,,2024,EUR,Medium,Yes
227,Pipelife Eesti,Estonia,Estonia,Northern Europe,Construction/Industrials,Building Products,Building Materials,40274267.66,55311419.34,208,Private,Unlisted,,2024,EUR,Small,No
228,SBM Offshore,Netherlands,Netherlands,Western Europe,Energy/Utilities,Electric Utilities,Transmission & Distribution,62096539170.53,205415995814.66,97375,Public,Listed,SBMO.AS,2024,EUR,Large,Yes
229,Lundin Energy,Sweden,Sweden,Northern Europe,Energy/Utilities,Water Utilities,Water & Waste,19161008.94,81976525.73,35,Private,Unlisted,,2024,EUR,Small,No
230,Brembo S.p.A.,Italy,Italy,Southern Europe,Automotive/Transport,Shipping,Container Shipping,1854091711.54,2239873730.54,5494,Public,Unlisted,,2024,EUR,Large,Yes
231,Żabka Polska,Poland,Poland,Central Europe,Consumer Goods/Retail,Hotels & Leisure,Hospitality,5001047879.11,8299028498.34,39259,Public,Unlisted,,2024,EUR,Large,Yes
232,Liebherr Group,Germany,Germany,Central Europe,Construction/Industrials,Machinery,Agricultural Machinery,2067360371.9,2348236714.76,11347,Public,Listed,LIEB.DE,2024,EUR,Large,Yes
233,Moneta Money Bank,Czechia,Czechia,Central Europe,Financial Services,Insurance,Life Insurance,436340662.14,5309716879.37,1433,Private,Unlisted,,2024,EUR,Medium,Yes
234,Laurent-Perrier,France,France,Western Europe,Consumer Goods/Retail,Apparel & Luxury,Luxury Goods,11498699492.02,13506395083.55,71041,Private,Unlisted,,2024,EUR,Large,Yes
235,Hochtief AG,Germany,Germany,Central Europe,Construction/Industrials,Machinery,Industrial Machinery,3795214262.07,3853538272.57,24319,Public,Listed,HOCH.DE,2024,EUR,Large,Yes
236,Stada Arzneimittel,Germany,Germany,Central Europe,Healthcare/Pharma,Pharmaceuticals,Branded Pharma,1283673097.35,2863427931.79,4904,Public,Listed,STAD.DE,2024,EUR,Medium,Yes
237,Webuild S.p.A.,Italy,Italy,Southern Europe,Construction/Industrials,Engineering Services,Engineering & Consulting,518432563.37,782122937.91,1897,Private,Unlisted,,2024,EUR,Medium,Yes
238,Takkt AG,Germany,Germany,Central Europe,Consumer Goods/Retail,Food & Beverage,Beverages,156950890.64,224323754.44,963,Public,Listed,TAKK.DE,2024,EUR,Medium,Yes
239,BioMérieux SA,France,France,Western Europe,Healthcare/Pharma,Biotechnology,Biotech,2639086502.8,3954200315.58,13014,Public,Listed,BIOM.PA,2024,EUR,Large,Yes
240,Mercadona,Spain,Spain,Southern Europe,Consumer Goods/Retail,Personal Products,Cosmetics,35666022589.58,54426581623.54,110545,Public,Listed,MERC.MC,2024,EUR,Large,Yes
241,1&1 AG,Germany,Germany,Central Europe,Telecommunications,Telecom Equipment,Network Equipment,247620474.44,674963595.84,887,Public,Listed,11AG.DE,2024,EUR,Medium,Yes
242,Tallink Grupp,Estonia,Estonia,Northern Europe,Automotive/Transport,Logistics,Postal & Parcel,288296297.44,625359952.83,1169,Private,Unlisted,,2024,EUR,Medium,Yes
243,Endesa S.A.,Spain,Spain,Southern Europe,Energy/Utilities,Refining & Marketing,Downstream,742207743.5,3160108222.1,1227,Public,Listed,ENDE.MC,2024,EUR,Medium,Yes
244,Cyfrowy Polsat,Poland,Poland,Central Europe,Telecommunications,Telecom Infrastructure,Towers & Fiber,10622109202.97,16424068598.75,25874,Public,Listed,CYFR.WA,2024,EUR,Large,Yes
245,Alior Bank,Poland,Poland,Central Europe,Financial Services,Insurance,P&C Insurance,29930550926.34,538730997310.87,91143,Public,Listed,ALIO.WA,2024,EUR,Large,Yes
246,Coloplast A/S,Denmark,Denmark,Northern Europe,Healthcare/Pharma,Life Sciences Tools,Lab Instruments,1027661987.62,1185902703.75,4672,Private,Unlisted,,2024,EUR,Medium,Yes
247,Airbus SE,France,France,Western Europe,Construction/Industrials,Real Estate,Residential Real Estate,24022352885.77,35004894399.89,101797,Public,Listed,AIRB.PA,2024,EUR,Large,Yes
248,Stellantis Italy,Italy,Italy,Southern Europe,Automotive/Transport,Auto Components,Tier-1 Supplier,16094900766.82,24521570148.85,53783,Public,Listed,STEL.MI,2024,EUR,Large,Yes
249,Kone Oyj,Finland,Finland,Northern Europe,Construction/Industrials,Professional Services,Facility Services,389029212.01,679462205.73,1933,Private,Unlisted,,2024,EUR,Medium,Yes
250,Agfa-Gevaert,Belgium,Belgium,Western Europe,Technology,Hardware,Electronic Components,32043091.41,44009472.51,94,Private,Unlisted,,2024,EUR,Small,No
251,Hugo Boss AG,Germany,Germany,Central Europe,Consumer Goods/Retail,Food & Beverage,Packaged Food,757184295.72,1052411646.38,4958,Public,Listed,HUGO.DE,2024,EUR,Medium,Yes
252,Amadeus Fire,Germany,Germany,Central Europe,Technology,Software,Enterprise Software,382734796.48,581309499.11,517,Private,Unlisted,,2024,EUR,Medium,Yes
253,Pernod Ricard Europe,France,France,Western Europe,Consumer Goods/Retail,Food & Beverage,Packaged Food,420879250.88,407724450.43,3356,Private,Unlisted,,2024,EUR,Medium,Yes
254,Assystem,France,France,Western Europe,Technology,Internet,E-Commerce Platform,25990014114.11,26094963639.46,51264,Public,Listed,ASSY.PA,2024,EUR,Large,Yes
255,Uniqa Insurance Group,Austria,Austria,Central Europe,Financial Services,Insurance,Reinsurance,677457122.07,7124432555.67,2577,Private,Unlisted,,2024,EUR,Medium,Yes
256,ProSiebenSat.1 Media SE,Germany,Germany,Central Europe,Consumer Goods/Retail,Media & Entertainment,Media,21035700.23,22942947.57,133,Private,Unlisted,,2024,EUR,Small,No
257,Akzo Nobel N.V.,Netherlands,Netherlands,Western Europe,Manufacturing,Chemicals,Commodity Chemicals,2063185898.84,3069099016.0,6919,Public,Listed,AKZO.AS,2024,EUR,Large,Yes
258,Konecranes Plc,Finland,Finland,Northern Europe,Construction/Industrials,Construction,General Contracting,163829154.44,354997676.7,751,Public,Listed,KONE.HE,2024,EUR,Medium,Yes
259,Budimex,Poland,Poland,Central Europe,Construction/Industrials,Real Estate,Residential Real Estate,177258378.0,260804741.19,587,Public,Listed,BUDI.WA,2024,EUR,Medium,Yes
260,Beijer Ref,Sweden,Sweden,Northern Europe,Construction/Industrials,Construction,General Contracting,12693046382.43,15872333161.47,41501,Public,Listed,BEIJ.ST,2024,EUR,Large,Yes
261,Egis Pharmaceuticals,Hungary,Hungary,Central Europe,Healthcare/Pharma,Biotechnology,Biotech,3988843869.26,9759521808.57,13821,Public,Listed,EGIS.BU,2024,EUR,Large,Yes
262,Norma Group,Germany,Germany,Central Europe,Construction/Industrials,Machinery,Agricultural Machinery,1583897691.97,1712872274.37,11065,Public,Listed,NORM.DE,2024,EUR,Large,Yes
263,Rexel,France,France,Western Europe,Construction/Industrials,Building Products,Building Materials,371252774.72,682895251.71,2216,Public,Listed,REXE.PA,2024,EUR,Medium,Yes
264,Mondadori Group,Italy,Italy,Southern Europe,Consumer Goods/Retail,Personal Products,Cosmetics,4061700079.72,5403742448.2,13560,Private,Unlisted,,2024,EUR,Large,Yes
265,Piaggio & C. S.p.A.,Italy,Italy,Southern Europe,Automotive/Transport,Logistics,Postal & Parcel,42074102.41,91565663.77,223,Private,Unlisted,,2024,EUR,Small,No
266,NOS SGPS,Portugal,Portugal,Southern Europe,Telecommunications,Satellite,Satellite Services,958683336.12,2995572591.2,2007,Public,Listed,NOSS.LS,2024,EUR,Medium,Yes
267,Hidroelectrica,Romania,Romania,Eastern Europe,Energy/Utilities,Renewable Energy,Wind,6224467180.11,21504682283.66,11663,Public,Listed,HIDR.BVB,2024,EUR,Large,Yes
268,Grammer AG,Germany,Germany,Central Europe,Automotive/Transport,Auto Components,Tires,15864308082.79,39435615149.72,72890,Public,Listed,GRAM.DE,2024,EUR,Large,Yes
269,Eurobank Ergasias,Greece,Greece,Southern Europe,Financial Services,Insurance,Reinsurance,6658538244.34,100576543534.99,13140,Public,Listed,EURO.AT,2024,EUR,Large,Yes
270,WashTec (Italy ops),Italy,Italy,Southern Europe,Construction/Industrials,Real Estate,Commercial Real Estate,25106105.78,43390027.42,149,Public,Listed,WASH.MI,2024,EUR,Small,No
271,Safilo Group,Italy,Italy,Southern Europe,Consumer Goods/Retail,Food Retail,Supermarkets,1230784262.48,869643633.88,6787,Public,Listed,SAFI.MI,2024,EUR,Medium,Yes
272,Delta Cafés,Portugal,Portugal,Southern Europe,Consumer Goods/Retail,Food & Beverage,Beverages,166593843.27,168360767.87,897,Private,Unlisted,,2024,EUR,Medium,Yes
273,Millennium BCP,Portugal,Portugal,Southern Europe,Financial Services,Insurance,Life Insurance,66860899.06,647622841.96,122,Private,Unlisted,,2024,EUR,Small,No
274,TKH Group,Netherlands,Netherlands,Western Europe,Construction/Industrials,Aerospace & Defense,Commercial Aerospace,2394324837.36,2409074198.86,8136,Public,Listed,TKHG.AS,2024,EUR,Large,Yes
275,Bulgari (LVMH Italy),Italy,Italy,Southern Europe,Consumer Goods/Retail,Apparel & Luxury,Apparel,150792992.47,162548376.89,1269,Public,Listed,BULG.MI,2024,EUR,Medium,Yes
276,Umicore,Belgium,Belgium,Western Europe,Manufacturing,Paper & Packaging,Paper Products,1468466540.75,3053501929.49,5369,Public,Listed,UMIC.BR,2024,EUR,Medium,Yes
277,Lectra,France,France,Western Europe,Technology,IT Services,Managed Services,206463820.93,315488209.47,472,Private,Unlisted,,2024,EUR,Medium,Yes
278,Vicat SA,France,France,Western Europe,Construction/Industrials,Machinery,Agricultural Machinery,6928878869.13,9679036920.33,21401,Public,Listed,VICA.PA,2024,EUR,Large,Yes
279,GEA Group AG,Germany,Germany,Central Europe,Construction/Industrials,Aerospace & Defense,Defense,3468463300.2,6917473200.66,16527,Public,Listed,GEAG.DE,2024,EUR,Large,Yes
280,SFR (Altice France),France,France,Western Europe,Telecommunications,Integrated Telecom,Integrated Telecom,269261585.76,528484012.54,985,Private,Unlisted,,2024,EUR,Medium,Yes
281,Bank of Ireland,Ireland,Ireland,Western Europe,Financial Services,Diversified Financials,Holding Company,33960751.63,507135343.74,54,Private,Unlisted,,2024,EUR,Small,No
282,Getlink SE,France,France,Western Europe,Automotive/Transport,Rail,Rail Operator,6426614617.9,14922125611.46,18047,Public,Listed,GETL.PA,2024,EUR,Large,Yes
283,Hostelworld Group,Ireland,Ireland,Western Europe,Consumer Goods/Retail,Personal Products,Cosmetics,84199684495.12,109640356047.97,668784,Public,Listed,HOST.IR,2024,EUR,Large,Yes
284,S Group (SOK),Finland,Finland,Northern Europe,Consumer Goods/Retail,E-Commerce,Online Retail,524039369.02,822374751.85,4551,Public,Listed,SGRO.HE,2024,EUR,Medium,Yes
285,Aer Lingus,Ireland,Ireland,Western Europe,Automotive/Transport,Airlines,Cargo Airline,1173616127.77,2031179861.85,5750,Private,Unlisted,,2024,EUR,Medium,Yes
286,Siltronic AG,Germany,Germany,Central Europe,Technology,Internet,E-Commerce Platform,14698436687.92,14633606618.09,32037,Public,Listed,SILT.DE,2024,EUR,Large,Yes
287,IMC Trading,Netherlands,Netherlands,Western Europe,Financial Services,Capital Markets,Exchange / Clearing,31436741095.79,531124760234.18,58976,Public,Listed,IMCT.AS,2024,EUR,Large,Yes
288,EQT AB,Sweden,Sweden,Northern Europe,Financial Services,Diversified Financials,Holding Company,48251971092.98,855931755937.31,96368,Public,Listed,EQTA.ST,2024,EUR,Large,Yes
289,KTM AG,Austria,Austria,Central Europe,Automotive/Transport,Airlines,Cargo Airline,1132500254.09,2817318477.32,4150,Private,Unlisted,,2024,EUR,Medium,Yes
290,Wizz Air Holdings,Hungary,Hungary,Central Europe,Automotive/Transport,Auto Components,Tires,1726517608.23,3204254595.32,9025,Private,Unlisted,,2024,EUR,Large,Yes
291,D'Ieteren Group,Belgium,Belgium,Western Europe,Automotive/Transport,Automotive OEM,Commercial Vehicles,355599252.65,830412822.76,1274,Private,Unlisted,,2024,EUR,Medium,Yes
292,Nexter Systems,France,France,Western Europe,Construction/Industrials,Machinery,Industrial Machinery,25821074644.73,42662105727.46,174414,Public,Unlisted,,2024,EUR,Large,Yes
293,Plenitude (Eni),Italy,Italy,Southern Europe,Energy/Utilities,Renewable Energy,Wind,4436735430.68,19501885029.0,5354,Public,Listed,PLEN.MI,2024,EUR,Large,Yes
294,Asbis Enterprises,Poland,Poland,Central Europe,Technology,Software,Consumer Software,48020261850.79,73713497487.87,63854,Public,Listed,ASBI.WA,2024,EUR,Large,Yes
295,Heidelberger Druckmaschinen AG,Germany,Germany,Central Europe,Construction/Industrials,Construction,General Contracting,1794521432.66,1837426462.81,6442,Private,Unlisted,,2024,EUR,Large,Yes
296,Interpump Group,Italy,Italy,Southern Europe,Construction/Industrials,Engineering Services,Engineering & Consulting,817112648.08,1125137046.85,4681,Private,Unlisted,,2024,EUR,Medium,Yes
297,Menarini Group,Italy,Italy,Southern Europe,Healthcare/Pharma,Life Sciences Tools,Lab Instruments,20580908646.72,37221200933.63,83450,Public,Listed,MENA.MI,2024,EUR,Large,Yes
298,Banco Comercial Português,Portugal,Portugal,Southern Europe,Financial Services,Capital Markets,Exchange / Clearing,335528249.78,4476172387.69,803,Public,Listed,BANC.LS,2024,EUR,Medium,Yes
299,CD Projekt,Poland,Poland,Central Europe,Technology,Internet,E-Commerce Platform,35243734.59,63631710.99,95,Private,Unlisted,,2024,EUR,Small,No
300,Allianz SE,Germany,Germany,Central Europe,Financial Services,Insurance,P&C Insurance,9740657421.24,105884332407.63,30251,Public,Listed,ALLI.DE,2024,EUR,Large,Yes
301,mBank S.A.,Poland,Poland,Central Europe,Financial Services,Diversified Financials,Holding Company,36310483.98,613442593.68,70,Private,Unlisted,,2024,EUR,Small,No
302,AMS-Osram AG,Austria,Austria,Central Europe,Technology,Internet,E-Commerce Platform,302940224.01,603446815.91,807,Private,Unlisted,,2024,EUR,Medium,Yes
303,Philip Morris ČR,Czechia,Czechia,Central Europe,Consumer Goods/Retail,Food Retail,Supermarkets,1114320381.61,1222408162.21,4175,Private,Unlisted,,2024,EUR,Medium,Yes
