company_id,company_name,year,sector,country,scope_1_emissions_tco2e,scope_2_emissions_tco2e,scope_3_emissions_tco2e,energy_consumption_mwh,renewable_energy_percent,water_usage_m3,waste_generated_tons,waste_recycled_percent,employee_count,female_employee_ratio,board_independence_percent,incident_count,esg_score
168,CMB.TECH,2024,Automotive/Transport,Belgium,29311.92,27303.44,573144.49,99696.36,51.69,1055836.77,21774.05,45.66,6325,0.235,56.9,7,56.66
169,Euronext N.V.,2024,Financial Services,Netherlands,25.8,103.89,21833.28,240.5,41.26,189.87,41.05,93.82,119,0.524,71.73,1,69.54
170,Novozymes,2024,Healthcare/Pharma,Denmark,864.22,1571.11,5658.69,6887.74,67.27,197488.38,2595.79,52.09,1043,0.671,61.49,2,71.89
171,Heijmans N.V.,2024,Construction/Industrials,Netherlands,3001851.09,1301809.35,13516990.08,2156568.71,20.67,5744061.8,1396019.1,64.41,146034,0.199,57.7,24,53.42
172,STMicroelectronics (Italy ops),2024,Technology,Italy,7639.95,25063.29,96234.79,33916.76,89.95,80076.78,3230.19,82.13,6360,0.362,58.98,2,70.02
173,Vienna Insurance Group,2024,Financial Services,Austria,83.68,624.6,109238.44,1345.64,85.72,2717.11,78.24,81.75,1097,0.54,91.13,2,75.93
174,Bilstein Group,2024,Automotive/Transport,Germany,16111.54,2493.58,80720.86,10576.65,41.54,51715.25,1496.37,71.24,1151,0.378,68.35,4,65.11
175,Adyen N.V.,2024,Technology,Netherlands,498.53,2400.38,5219.78,2579.15,68.37,3677.52,377.99,62.97,610,0.276,68.19,0,65.96
176,Zumtobel Group,2024,Construction/Industrials,Austria,58605.08,22870.55,302364.85,23861.61,20.67,217655.07,9447.79,64.5,3772,0.263,69.58,8,50.3
177,Air France-KLM,2024,Automotive/Transport,France,192763.94,88487.63,1722961.84,217087.48,50.36,1479215.33,84707.07,52.98,13124,0.277,68.67,8,49.77
178,Apetit Oyj,2024,Consumer Goods/Retail,Finland,93.75,515.46,2036.41,169.88,65.08,20905.82,526.53,69.65,162,0.493,59.51,0,66.94
179,Mahle GmbH,2024,Automotive/Transport,Germany,1252312.09,217390.86,11800055.58,1138704.75,23.26,8438179.32,343984.14,70.42,61906,0.229,60.98,13,50.59
180,Basic-Fit N.V.,2024,Consumer Goods/Retail,Netherlands,220.84,299.25,2278.73,127.06,42.95,2369.23,254.84,83.89,140,0.564,47.91,0,64.45
181,Spuerkeess,2024,Financial Services,Luxembourg,371.55,495.93,134458.93,5464.06,83.59,4264.29,94.38,92.88,2140,0.552,62.18,0,76.47
182,Lifco AB,2024,Construction/Industrials,Sweden,132057.97,95428.07,1114202.72,421354.79,27.93,2177771.4,233503.86,54.89,34100,0.205,69.83,15,57.56
183,B Medical Systems,2024,Healthcare/Pharma,Luxembourg,1064.79,3322.96,16535.26,6126.66,47.0,116305.85,3549.98,73.18,1121,0.622,83.03,1,75.46
184,Play Communications,2024,Telecommunications,Poland,582.61,4628.31,8086.87,7825.69,74.14,19365.27,432.05,74.1,420,0.369,70.77,0,64.97
185,Recordati Industria Chimica,2024,Healthcare/Pharma,Italy,8874.92,10890.05,32493.23,10087.5,32.77,561392.23,12222.12,72.0,3281,0.553,57.29,3,68.23
186,Borges International Group,2024,Consumer Goods/Retail,Spain,14561.12,12934.15,101089.44,16915.77,47.78,1126980.02,21203.47,70.22,14031,0.718,68.6,4,72.21
187,Maersk (A.P. Møller-Mærsk),2024,Automotive/Transport,Denmark,11090.41,7332.68,174848.01,9897.15,23.54,85104.0,1486.3,57.61,1093,0.204,79.32,2,47.18
188,Ryanair Holdings,2024,Automotive/Transport,Ireland,1499398.36,1335739.46,24924593.17,2763844.74,49.58,6490209.69,963552.09,64.78,128099,0.376,50.21,16,47.92
189,SGL Carbon SE,2024,Manufacturing,Germany,206222.13,53003.54,460000.96,233152.75,21.39,9472308.97,57426.49,45.62,12091,0.285,64.0,10,53.65
190,Eni S.p.A.,2024,Energy/Utilities,Italy,5397446.69,399467.35,6086255.22,2934149.5,68.75,36865412.34,58630.24,65.56,9135,0.204,63.56,9,55.6
191,Pomona Group,2024,Consumer Goods/Retail,France,590.55,2253.01,16858.05,2530.28,68.41,67110.56,3341.02,54.64,1396,0.568,54.78,1,68.66
192,PKN Orlen,2024,Energy/Utilities,Poland,510761.44,35901.24,948657.45,123392.97,19.61,4627819.05,32899.62,76.58,605,0.219,50.29,3,50.69
193,FACC AG,2024,Construction/Industrials,Austria,219078.73,66277.29,1547351.04,176299.33,44.21,943213.84,160887.18,71.31,12547,0.33,44.09,14,46.48
194,Hexagon AB,2024,Technology,Sweden,54.26,235.67,466.88,360.22,36.71,760.71,67.96,78.42,112,0.266,76.13,2,67.12
195,Pronovias,2024,Consumer Goods/Retail,Spain,1470.78,2540.56,18962.29,2889.66,43.95,99983.2,965.96,61.73,696,0.716,49.19,0,57.45
196,Andritz AG,2024,Construction/Industrials,Austria,711190.3,287160.13,5893559.99,291650.95,18.37,2005923.27,522203.55,64.55,34245,0.177,69.24,15,47.92
197,Kloeckner Pentaplast,2024,Manufacturing,Germany,54946.94,39884.45,253612.69,44121.03,17.91,3276212.9,79998.62,53.03,5082,0.214,51.92,6,54.47
198,Sioen Industries,2024,Manufacturing,Belgium,295741.54,42593.09,1077664.78,97450.55,16.93,7237437.46,38651.73,72.41,11776,0.247,53.49,11,51.07
199,KBC Group,2024,Financial Services,Belgium,465.37,6541.01,1878033.58,30255.78,83.22,45425.44,4747.16,64.7,20258,0.493,78.73,4,66.53
200,Linet Group,2024,Healthcare/Pharma,Czechia,3745.88,1622.49,17963.51,3858.6,66.16,71183.37,2469.14,69.15,696,0.608,72.53,1,72.07
201,Penny Markt,2024,Consumer Goods/Retail,Germany,331580.86,595001.22,3320634.27,893754.99,41.33,29477333.66,393874.02,73.26,168936,0.612,67.66,7,64.25
202,Cyta,2024,Telecommunications,Cyprus,5647.16,9655.1,40831.51,55850.62,75.73,40394.92,4514.7,53.44,3142,0.317,75.39,1,71.05
203,Jumbo S.A.,2024,Consumer Goods/Retail,Greece,542.58,359.13,5963.68,897.63,29.28,12526.64,745.51,87.08,242,0.716,38.72,1,61.72
204,William Demant Holding,2024,Healthcare/Pharma,Denmark,41855.78,133005.24,289414.68,67284.98,71.39,755385.24,50701.98,82.77,27874,0.672,68.82,4,76.96
205,Magna Steyr (Austria ops),2024,Automotive/Transport,Austria,24800.78,16956.67,232374.88,24019.16,38.82,170709.46,7302.83,45.8,2583,0.245,48.92,5,48.91
206,Bauhaus AG,2024,Consumer Goods/Retail,Germany,280907.19,89325.83,1663128.5,489553.89,51.25,5971951.22,185097.67,82.38,84615,0.691,76.32,5,73.25
207,Eramet SA,2024,Manufacturing,France,118127.14,222035.12,770236.24,473245.81,28.35,10591730.46,213760.17,43.3,13196,0.338,46.05,11,58.1
208,ING Bank Śląski,2024,Financial Services,Poland,17.48,53.74,13193.23,194.94,57.57,219.77,7.01,64.61,150,0.574,83.49,2,67.14
209,Transelectrica,2024,Energy/Utilities,Romania,54478.51,5445.28,113335.12,40594.99,32.28,737630.98,2625.08,61.59,228,0.398,78.04,2,63.87
210,Evotec SE,2024,Healthcare/Pharma,Germany,6147.52,6665.68,27566.71,5868.02,76.58,45479.18,5638.71,50.38,1086,0.607,79.66,2,77.8
211,ABN AMRO Bank,2024,Financial Services,Netherlands,6688.08,27107.92,3014719.41,51072.78,88.84,174330.75,16882.59,70.96,38465,0.492,82.41,3,73.7
212,Schaeffler AG,2024,Automotive/Transport,Germany,1838.62,2304.97,44579.55,9052.92,49.42,25669.34,1405.72,58.22,544,0.353,69.06,3,58.34
213,Ion Beam Applications,2024,Healthcare/Pharma,Belgium,331992.27,554456.19,3083260.49,776146.23,67.06,10069322.59,330100.83,62.34,78260,0.607,89.75,6,69.32
214,ALK-Abelló,2024,Healthcare/Pharma,Denmark,139.14,199.13,935.1,476.93,52.26,11107.42,155.24,74.39,83,0.569,73.99,1,68.71
215,Zagrebačka banka,2024,Financial Services,Croatia,56.44,159.79,66005.46,1076.5,76.1,1899.52,125.07,72.54,663,0.545,60.39,2,63.87
216,Rewe Group,2024,Consumer Goods/Retail,Germany,35429.52,27282.32,314422.38,87480.16,23.53,1423318.21,79766.81,48.06,26500,0.519,57.18,5,64.95
217,Neste Corporation,2024,Energy/Utilities,Finland,286079.44,11895.96,192234.98,78418.81,62.11,1705983.5,9783.52,65.48,699,0.23,47.77,2,60.76
218,Romgaz,2024,Energy/Utilities,Romania,14008182.79,965115.81,13640779.15,10235898.37,71.15,210421709.51,1263871.56,44.26,44612,0.335,62.65,18,59.39
219,Colas SA,2024,Construction/Industrials,France,799794.05,331281.83,3458658.66,333338.66,33.36,4868963.22,179112.13,68.61,48436,0.327,61.31,17,57.42
220,Velux Group,2024,Construction/Industrials,Denmark,52519.26,39208.67,450804.28,42195.06,20.44,279816.38,30478.45,54.41,5670,0.244,56.39,11,51.09
221,Salvatore Ferragamo,2024,Consumer Goods/Retail,Italy,1073.2,2387.23,24568.23,1642.81,61.48,156864.74,6060.44,76.26,2510,0.514,68.15,3,68.53
222,Otto Group,2024,Consumer Goods/Retail,Germany,1138780.11,806486.42,7715659.09,1450200.66,72.26,53411886.54,755638.74,69.13,298388,0.583,45.37,7,61.9
223,CAF Construcciones,2024,Automotive/Transport,Spain,75334.5,119859.17,2217161.66,96686.12,19.24,725926.44,52398.9,80.19,10116,0.347,60.01,9,49.84
224,Sydbank,2024,Financial Services,Denmark,49.56,467.86,87062.61,1332.17,65.04,3251.28,188.37,92.55,380,0.535,77.49,1,64.26
225,Société Générale,2024,Financial Services,France,1854.26,30332.03,5751651.43,57054.18,94.62,250346.3,4653.85,85.95,48284,0.483,79.21,4,65.22
226,Bilfinger SE,2024,Construction/Industrials,Germany,71953.29,48128.61,571151.41,84634.28,42.53,466734.71,30207.37,39.46,6714,0.19,45.69,10,43.88
227,Pipelife Eesti,2024,Construction/Industrials,Estonia,849.95,1772.19,11163.77,2003.98,42.93,11624.33,961.3,39.3,208,0.253,48.67,0,55.97
228,SBM Offshore,2024,Energy/Utilities,Netherlands,9621564.19,4314356.55,26577344.87,16077398.09,58.67,196148059.03,1361794.65,72.96,97375,0.239,73.73,19,62.87
229,Lundin Energy,2024,Energy/Utilities,Sweden,21621.66,424.24,24254.34,7865.75,66.63,74958.1,815.9,61.67,35,0.243,74.13,0,55.34
230,Brembo S.p.A.,2024,Automotive/Transport,Italy,26227.45,63511.79,439111.86,46500.34,16.34,535494.09,15121.1,57.09,5494,0.308,64.23,6,56.87
231,Żabka Polska,2024,Consumer Goods/Retail,Poland,69388.08,63715.2,1053036.23,28058.57,45.26,2064840.45,61470.66,70.29,39259,0.633,55.5,5,58.6
232,Liebherr Group,2024,Construction/Industrials,Germany,204982.8,24992.62,789353.62,136219.25,45.51,1416532.69,27920.35,44.2,11347,0.288,46.88,12,48.6
233,Moneta Money Bank,2024,Financial Services,Czechia,56.59,794.27,163494.85,2376.01,66.54,2481.84,186.04,84.17,1433,0.507,64.61,2,63.35
234,Laurent-Perrier,2024,Consumer Goods/Retail,France,127330.83,39541.87,1238590.7,234672.84,27.52,8693713.88,102565.85,63.95,71041,0.693,56.97,7,59.7
235,Hochtief AG,2024,Construction/Industrials,Germany,148934.68,117273.96,1189696.5,248436.62,21.73,2052628.62,207825.64,77.89,24319,0.32,64.42,15,57.95
236,Stada Arzneimittel,2024,Healthcare/Pharma,Germany,8685.16,10705.94,74400.38,32830.47,41.98,865331.26,15071.31,80.27,4904,0.644,64.67,2,69.58
237,Webuild S.p.A.,2024,Construction/Industrials,Italy,36323.99,17395.79,250356.81,32265.94,23.56,338574.11,10016.64,46.65,1897,0.205,38.58,5,43.89
238,Takkt AG,2024,Consumer Goods/Retail,Germany,942.4,1370.35,7556.59,2486.79,45.67,83348.51,879.51,70.51,963,0.592,53.15,0,67.3
239,BioMérieux SA,2024,Healthcare/Pharma,France,51725.67,29512.27,315825.41,78035.55,44.47,552060.86,28078.78,83.76,13014,0.599,63.61,6,65.76
240,Mercadona,2024,Consumer Goods/Retail,Spain,356560.1,626721.5,4225725.39,640611.73,23.9,10055770.9,393959.88,84.72,110545,0.668,60.66,6,64.35
241,1&1 AG,2024,Telecommunications,Germany,1303.57,7158.85,10200.85,4066.34,65.72,17955.13,441.49,51.41,887,0.47,69.72,1,66.27
242,Tallink Grupp,2024,Automotive/Transport,Estonia,5853.15,8967.47,133076.68,22831.12,39.58,143748.59,7602.98,53.6,1169,0.345,52.19,4,52.5
243,Endesa S.A.,2024,Energy/Utilities,Spain,665542.0,45739.73,1409821.35,236594.87,24.05,1685339.5,11269.55,73.9,1227,0.255,52.51,5,51.69
244,Cyfrowy Polsat,2024,Telecommunications,Poland,30317.56,262726.73,747289.09,387475.8,55.05,766615.3,14480.11,64.76,25874,0.425,69.22,5,63.67
245,Alior Bank,2024,Financial Services,Poland,7369.71,14821.39,13149147.54,78442.75,45.1,136930.91,27330.15,79.9,91143,0.427,73.16,5,61.53
246,Coloplast A/S,2024,Healthcare/Pharma,Denmark,15824.21,14963.27,109936.04,10415.25,78.92,118446.27,7337.88,84.99,4672,0.53,72.04,3,71.09
247,Airbus SE,2024,Construction/Industrials,France,764479.51,614013.59,3491115.2,511522.24,42.64,9961471.31,1518436.05,69.97,101797,0.256,69.61,22,61.79
248,Stellantis Italy,2024,Automotive/Transport,Italy,1087603.49,398180.85,8830509.33,507671.83,53.7,3454182.56,386492.05,72.18,53783,0.315,50.32,12,51.84
249,Kone Oyj,2024,Construction/Industrials,Finland,37740.53,17338.87,209519.75,15529.46,48.16,67050.35,28584.05,48.71,1933,0.282,69.66,6,52.2
250,Agfa-Gevaert,2024,Technology,Belgium,17.21,132.93,280.66,171.64,84.43,812.59,19.75,84.06,94,0.28,60.92,2,68.58
251,Hugo Boss AG,2024,Consumer Goods/Retail,Germany,7557.56,13244.15,100669.17,4060.72,73.72,222405.51,4255.86,55.76,4958,0.534,48.04,2,66.27
252,Amadeus Fire,2024,Technology,Germany,332.87,799.21,2842.46,1411.67,67.69,10462.6,89.83,55.25,517,0.365,71.35,1,66.59
253,Pernod Ricard Europe,2024,Consumer Goods/Retail,France,3110.49,2631.82,32348.34,2591.45,66.67,134449.63,4228.43,58.46,3356,0.649,50.37,3,64.93
254,Assystem,2024,Technology,France,40914.44,91150.3,292735.27,100560.55,50.41,339992.69,72007.41,70.07,51264,0.345,74.7,1,71.25
255,Uniqa Insurance Group,2024,Financial Services,Austria,195.5,487.15,158035.98,3161.25,63.93,8345.84,525.41,64.42,2577,0.417,57.24,1,59.58
256,ProSiebenSat.1 Media SE,2024,Consumer Goods/Retail,Germany,42.51,185.57,893.09,385.23,70.16,11577.96,236.17,84.43,133,0.482,37.36,2,63.89
257,Akzo Nobel N.V.,2024,Manufacturing,Netherlands,180466.52,105038.62,762626.13,205318.52,24.79,1705600.34,124798.23,64.42,6919,0.242,45.44,7,56.92
258,Konecranes Plc,2024,Construction/Industrials,Finland,10752.62,6251.63,94227.75,12833.03,14.13,30754.8,11288.0,60.72,751,0.288,58.44,2,54.84
259,Budimex,2024,Construction/Industrials,Poland,16353.43,2201.98,54465.43,10483.9,45.23,45609.56,6130.21,56.81,587,0.227,71.69,3,62.61
260,Beijer Ref,2024,Construction/Industrials,Sweden,247970.24,268266.62,2522260.65,526220.45,48.19,8663777.84,901695.0,35.82,41501,0.228,53.06,18,51.41
261,Egis Pharmaceuticals,2024,Healthcare/Pharma,Hungary,22980.99,19212.42,100116.57,36872.03,52.27,3466515.76,53757.92,67.06,13821,0.656,69.13,6,71.29
262,Norma Group,2024,Construction/Industrials,Germany,39952.19,17985.18,195312.37,125762.06,34.12,863232.89,25080.23,73.15,11065,0.169,40.8,11,54.32
263,Rexel,2024,Construction/Industrials,France,29127.52,13885.24,249461.24,16681.56,29.63,169441.72,26721.7,79.11,2216,0.245,58.56,6,49.41
264,Mondadori Group,2024,Consumer Goods/Retail,Italy,59499.88,47542.32,583914.29,98855.47,52.63,668155.26,55348.11,48.63,13560,0.549,38.57,2,60.48
265,Piaggio & C. S.p.A.,2024,Automotive/Transport,Italy,1681.28,453.66,20882.91,808.53,56.96,21191.27,456.54,76.13,223,0.262,55.26,1,50.85
266,NOS SGPS,2024,Telecommunications,Portugal,2065.22,23260.36,59943.57,37014.97,60.29,99625.24,1812.36,76.59,2007,0.403,59.54,1,62.13
267,Hidroelectrica,2024,Energy/Utilities,Romania,5004515.86,168097.78,6340381.76,1522713.5,41.16,33718056.18,39005.37,50.45,11663,0.295,51.36,12,51.31
268,Grammer AG,2024,Automotive/Transport,Germany,542752.05,256539.87,6379474.1,1263564.68,24.2,5793542.15,268745.15,51.6,72890,0.233,63.41,13,50.88
269,Eurobank Ergasias,2024,Financial Services,Greece,686.37,6343.8,2535657.92,29363.36,77.88,27601.12,2873.16,60.8,13140,0.573,71.73,3,66.67
270,WashTec (Italy ops),2024,Construction/Industrials,Italy,2078.93,375.24,10027.97,699.66,26.72,11315.84,366.33,50.68,149,0.336,44.91,0,55.44
271,Safilo Group,2024,Consumer Goods/Retail,Italy,5019.93,6607.55,37141.15,28245.08,63.39,247477.32,18368.99,81.83,6787,0.719,52.76,4,77.61
272,Delta Cafés,2024,Consumer Goods/Retail,Portugal,660.76,1205.69,7301.63,2764.94,58.45,121727.15,2271.85,71.03,897,0.642,52.52,0,66.11
273,Millennium BCP,2024,Financial Services,Portugal,24.48,137.62,13375.22,340.71,88.35,815.28,37.43,75.62,122,0.472,72.42,1,68.67
274,TKH Group,2024,Construction/Industrials,Netherlands,140226.85,53988.48,989824.11,210125.5,15.08,1582200.79,127818.84,43.08,8136,0.221,42.43,11,45.07
275,Bulgari (LVMH Italy),2024,Consumer Goods/Retail,Italy,341.02,1411.71,6983.49,2368.41,63.74,17221.29,2130.83,45.82,1269,0.538,79.89,0,76.35
276,Umicore,2024,Manufacturing,Belgium,159227.44,44484.98,374002.35,153116.29,19.37,5689915.23,106027.09,47.83,5369,0.206,63.58,6,54.62
277,Lectra,2024,Technology,France,256.15,1393.54,2621.43,2174.39,89.49,6396.12,282.76,72.14,472,0.425,78.31,0,68.21
278,Vicat SA,2024,Construction/Industrials,France,565940.12,173167.53,4366085.23,201779.29,21.99,1727658.69,468998.54,73.44,21401,0.271,63.37,13,51.06
279,GEA Group AG,2024,Construction/Industrials,Germany,168581.12,36621.97,1132773.27,231122.14,11.22,2250164.03,95689.51,72.56,16527,0.297,67.33,14,51.36
280,SFR (Altice France),2024,Telecommunications,France,1182.54,3969.19,6697.39,9559.3,47.84,7917.53,697.44,51.17,985,0.395,65.19,3,68.59
281,Bank of Ireland,2024,Financial Services,Ireland,1.96,16.52,2718.48,140.03,88.23,75.31,16.76,67.58,54,0.531,75.13,1,78.23
282,Getlink SE,2024,Automotive/Transport,France,145566.71,202841.51,2466348.96,377411.21,35.67,1501687.2,92458.06,74.89,18047,0.328,74.44,10,59.77
283,Hostelworld Group,2024,Consumer Goods/Retail,Ireland,607790.24,1557033.84,11782366.53,1192163.06,32.47,10781668.73,334080.39,77.83,668784,0.584,78.47,7,66.52
284,S Group (SOK),2024,Consumer Goods/Retail,Finland,3994.79,7438.61,77936.23,3978.3,68.59,276943.59,7061.08,69.39,4551,0.55,60.17,1,66.54
285,Aer Lingus,2024,Automotive/Transport,Ireland,12393.56,22528.67,261981.19,78775.08,50.94,236899.61,8833.72,82.77,5750,0.277,69.34,8,64.98
286,Siltronic AG,2024,Technology,Germany,18038.86,70324.59,188560.31,57919.56,61.69,297368.0,27832.13,69.43,32037,0.434,87.44,2,70.81
287,IMC Trading,2024,Financial Services,Netherlands,2805.19,55930.71,2228188.28,53293.17,66.63,172914.0,14207.55,82.06,58976,0.529,79.38,4,77.31
288,EQT AB,2024,Financial Services,Sweden,6567.62,19970.53,10996211.38,256475.74,46.76,628429.1,2955.02,93.55,96368,0.569,84.07,4,69.3
289,KTM AG,2024,Automotive/Transport,Austria,19887.59,14942.09,197361.73,36327.48,25.96,309003.44,6015.47,70.95,4150,0.359,35.11,6,57.75
290,Wizz Air Holdings,2024,Automotive/Transport,Hungary,21542.41,34356.9,333663.13,118067.94,32.99,508784.47,22248.56,61.77,9025,0.258,52.08,9,55.1
291,D'Ieteren Group,2024,Automotive/Transport,Belgium,15435.11,11086.24,207958.46,25251.79,24.56,107051.37,1875.58,73.06,1274,0.372,58.48,4,52.36
292,Nexter Systems,2024,Construction/Industrials,France,1534800.91,339815.36,8722694.27,2051036.21,10.75,12459705.66,1235863.31,54.38,174414,0.245,33.74,25,45.23
293,Plenitude (Eni),2024,Energy/Utilities,Italy,3008792.44,230348.86,4553734.31,1282695.34,52.73,13973866.84,123412.35,53.56,5354,0.217,82.12,8,60.59
294,Asbis Enterprises,2024,Technology,Poland,30354.58,254395.14,796692.95,401009.17,89.03,1052950.47,58409.89,64.61,63854,0.435,80.94,2,72.18
295,Heidelberger Druckmaschinen AG,2024,Construction/Industrials,Germany,168542.77,43330.69,1104846.68,107007.22,10.23,870955.74,51337.26,40.27,6442,0.328,69.96,10,45.87
296,Interpump Group,2024,Construction/Industrials,Italy,48519.24,31127.91,267121.14,42980.15,35.75,466481.27,32128.3,56.03,4681,0.178,31.71,9,43.75
297,Menarini Group,2024,Healthcare/Pharma,Italy,163262.34,341667.55,1971134.88,344788.96,74.46,13169459.56,53356.5,69.95,83450,0.598,75.87,8,65.86
298,Banco Comercial Português,2024,Financial Services,Portugal,75.45,531.04,101008.57,786.43,84.77,2368.7,86.92,83.44,803,0.432,84.21,0,72.45
299,CD Projekt,2024,Technology,Poland,53.98,132.99,284.23,167.94,78.19,315.87,96.99,75.09,95,0.302,58.65,1,70.25
300,Allianz SE,2024,Financial Services,Germany,2225.37,9629.57,2917170.86,31682.19,90.96,113218.48,4237.03,75.46,30251,0.489,80.92,4,67.02
301,mBank S.A.,2024,Financial Services,Poland,2.66,11.86,2418.57,68.15,52.98,314.82,27.66,78.52,70,0.538,69.49,1,70.47
302,AMS-Osram AG,2024,Technology,Austria,312.85,2060.92,6746.09,3234.7,45.56,11099.47,746.96,90.1,807,0.26,73.83,0,59.59
303,Philip Morris ČR,2024,Consumer Goods/Retail,Czechia,6564.6,4361.84,35432.1,6160.27,52.08,461254.25,17259.15,51.65,4175,0.686,48.62,2,68.46
304,Eurofins Scientific,2024,Healthcare/Pharma,Luxembourg,84695.59,88900.08,614344.6,137162.23,63.09,2264738.59,18756.59,57.75,14171,0.578,87.56,5,68.76
305,A1 Bulgaria,2024,Telecommunications,Bulgaria,34979.83,123270.45,321130.17,415939.75,64.89,254556.95,30155.48,75.82,18628,0.314,82.48,3,72.34
306,Elmos Semiconductor,2024,Technology,Germany,956.24,5211.18,16054.62,11457.52,61.89,49477.79,1415.35,71.81,3578,0.43,76.34,0,67.78
307,Haribo,2024,Consumer Goods/Retail,Germany,5866.43,2465.76,54352.69,8102.27,54.08,67196.32,3649.39,83.21,4698,0.65,48.83,3,66.01
308,Kapsch TrafficCom,2024,Technology,Austria,550.21,2352.72,7244.07,4592.8,36.82,3173.74,637.86,74.35,803,0.252,76.38,0,66.39
309,Talanx AG,2024,Financial Services,Germany,3837.93,6675.88,2218645.11,32405.41,84.7,89014.52,4324.29,83.76,30488,0.449,60.08,4,67.27
310,Louis Dreyfus Company,2024,Consumer Goods/Retail,France,5070.47,7793.49,78781.19,3745.16,38.27,86637.61,8050.54,49.92,1985,0.51,51.79,2,55.25
311,ADP Aéroports de Paris,2024,Automotive/Transport,France,843467.14,613611.31,16804997.75,1257887.36,55.32,17770477.8,553036.1,83.63,129228,0.323,55.74,16,54.93
312,Webasto Group,2024,Automotive/Transport,Germany,136692.07,112575.7,1913246.77,89081.05,55.3,493147.69,71930.72,57.39,9798,0.328,77.93,9,56.84
313,Tessenderlo Group,2024,Manufacturing,Belgium,2393463.94,1764135.55,9657764.04,3693102.41,36.83,98403843.52,1556593.83,80.37,79503,0.261,78.25,17,58.6
314,NIBE Industrier,2024,Construction/Industrials,Sweden,799971.84,706975.26,7539291.43,1512344.79,18.61,4491543.1,1606341.23,70.17,125499,0.298,42.0,23,54.67
315,Wintershall Dea,2024,Energy/Utilities,Germany,175175.09,13034.09,269191.95,331127.3,42.49,1678592.03,29294.25,42.23,680,0.218,58.98,2,61.64
316,Barceló Hotel Group,2024,Consumer Goods/Retail,Spain,801982.36,267358.55,3267279.63,1373370.18,38.5,39516161.55,1091895.82,78.89,382858,0.552,55.07,8,61.7
317,Helios Kliniken,2024,Healthcare/Pharma,Germany,18278.16,37303.11,205649.91,48394.86,64.1,370636.19,14926.41,64.36,7293,0.641,64.6,3,68.84
318,Lovisagruvan AB,2024,Manufacturing,Sweden,2739.01,381.02,7802.72,2342.69,50.48,85666.63,721.13,38.2,75,0.297,64.4,0,55.0
319,Merck KGaA,2024,Healthcare/Pharma,Germany,614962.29,749556.27,4091304.7,796274.79,57.94,11294816.75,463842.65,68.7,203269,0.698,65.53,9,70.09
320,Wihlborgs Fastigheter,2024,Construction/Industrials,Sweden,154098.82,265817.44,1306867.35,486851.56,14.67,3023661.65,378431.94,74.35,26529,0.248,60.48,14,52.53
321,F-Secure,2024,Technology,Finland,11.01,91.88,287.97,206.8,36.83,476.39,49.37,68.37,40,0.262,79.41,2,62.79
322,Aalberts N.V.,2024,Construction/Industrials,Netherlands,20111.99,7385.45,132187.66,9938.07,46.59,130483.82,9740.37,61.72,1348,0.271,56.35,4,51.41
323,Royal Cosun,2024,Consumer Goods/Retail,Netherlands,4474.27,2030.55,21442.09,11335.82,22.32,420822.07,1406.06,54.3,3208,0.543,61.25,3,60.59
324,Euskaltel SA,2024,Telecommunications,Spain,146300.99,864733.94,2696296.58,1717960.94,61.24,4919123.3,231840.52,66.36,189022,0.346,55.93,7,61.51
325,Eurocash,2024,Consumer Goods/Retail,Poland,1654.63,1014.0,13688.5,2470.83,58.49,92379.35,2323.11,65.68,911,0.558,62.21,1,63.92
326,Semapa,2024,Manufacturing,Portugal,85833.84,118804.63,705601.83,360182.03,40.58,9683294.03,61376.17,57.93,14252,0.342,60.29,9,61.84
327,KGHM Polska Miedź,2024,Manufacturing,Poland,1760.2,746.17,9176.3,1637.72,54.79,34636.96,1394.52,70.95,49,0.261,54.84,0,56.89
328,Ipsos SA,2024,Technology,France,59034.52,150908.44,580415.15,278849.24,76.42,552816.46,127207.79,55.67,76852,0.365,87.51,4,74.69
329,Danish Crown,2024,Consumer Goods/Retail,Denmark,12586.69,17161.45,147825.55,6675.77,30.34,816831.39,10183.77,82.23,6376,0.588,47.74,3,56.95
330,Corporación Financiera Alba,2024,Financial Services,Spain,130.44,686.16,142006.96,1873.6,46.75,4760.14,416.26,73.4,744,0.494,80.41,2,61.73
331,GN Store Nord,2024,Healthcare/Pharma,Denmark,4034.73,4698.7,13529.96,4272.36,72.56,152483.58,4117.4,67.97,1014,0.706,71.55,0,71.21
332,Lidl,2024,Consumer Goods/Retail,Germany,210655.87,191025.57,3090184.66,592460.63,38.77,4324190.4,332178.79,58.78,163544,0.496,52.73,8,65.82
333,PGNiG,2024,Energy/Utilities,Poland,5376571.63,1138005.49,9087868.75,5552885.23,44.29,88472518.17,467300.1,46.82,17447,0.318,55.68,12,52.07
334,Pinko,2024,Consumer Goods/Retail,Italy,44696.19,229942.6,831571.29,150454.85,58.9,3735667.94,209759.85,60.35,114327,0.5,64.78,7,70.55
335,Raisio Group,2024,Consumer Goods/Retail,Finland,1323.24,2069.2,24062.05,3372.19,56.59,78690.56,494.66,86.71,1333,0.709,48.92,0,64.25
336,Škoda Auto,2024,Automotive/Transport,Czechia,2235149.78,690726.58,23642974.67,2187481.96,42.47,17653506.59,551961.89,49.33,151473,0.246,78.04,17,44.97
